,Modification,Size,BPCY,WYIELD,ModificationType
10,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YPL053C': 0.03125, 'curs': 0, 'YKL140W': 2, 'YDR354W': 8}",13,0.0,0.0,0.0
11,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 16, 'YPL172C': 0.03125}",10,0.0,0.0,0.0
12,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR300C': 0, 'YDR158W': 0.03125, 'YGR124W': 0, 'YBR038W': 16, 'YBR252W': 4}",13,0.0,0.0,0.0
13,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 16, 'YER053C': 0.5, 'YML035C': 16}",11,0.0,0.0,0.0
14,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR065C': 0.25, 'YGR020C': 32, 'YPL212C': 4, 'YOR071C': 0.0625, 'YDR001C': 0.5, 'YGR124W': 0.03125}",14,0.0,0.0,0.0
15,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR354W': 4, 'YDR300C': 0, 'YPL212C': 4, 'YML070W': 0.5, 'YLR447C': 0.03125, 'YBR252W': 4}",14,0.0,0.0,0.0
16,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR124W': 0.03125, 'YPL053C': 0.03125, 'YDR158W': 0.0625, 'YML035C': 16}",12,0.0,0.0,0.0
17,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YBR252W': 4, 'YGR124W': 32, 'YDR300C': 0}",12,0.0,0.0,0.0
18,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YBR298C': 0, 'YPL212C': 4, 'YOR071C': 0.0625, 'YDR001C': 0.5, 'YDR354W': 8}",13,0.0,0.0,0.0
19,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER053C': 4, 'YBR298C': 0.25, 'YBR252W': 16, 'hpaBC': 4, 'YHR072W': 0}",13,0.0,0.0,0.0
20,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 32, 'YMR008C': 0.125, 'YBR252W': 4, 'YHR051W': 2, 'YDR354W': 8}",13,0.0,0.0,0.0
21,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER053C': 0.5, 'YPL172C': 0.03125, 'hpaBC': 4}",11,0.0,0.0,0.0
22,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YGR124W': 32, 'curs': 0}",11,0.0,0.0,0.0
23,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER005W': 0.125, 'YDR158W': 0.03125, 'YDR001C': 0.5, 'YML070W': 0.5, 'YGR124W': 0.03125, 'YBR132C': 16, 'YAL022C': 0.25, 'YBR252W': 4}",16,0.0,0.0,0.0
24,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR047W': 4, 'YDR354W': 8, 'curs': 0}",11,0.0,0.0,0.0
25,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR354W': 8}",9,0.0,0.0,0.0
26,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 16, 'YML035C': 16}",10,0.0,0.0,0.0
27,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 16, 'YGR124W': 16, 'YML035C': 16}",11,0.0,0.0,0.0
28,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YDR047W': 4, 'YBR299W': 0, 'curs': 0, 'YDR354W': 8}",13,0.0,0.0,0.0
29,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YJL198W': 0.25, 'YPL053C': 0.03125, 'hpaBC': 0, 'YDR354W': 8}",12,0.0,0.0,0.0
30,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR020C': 32, 'YDR158W': 0.03125, 'YBR299W': 0, 'YOR071C': 0.0625, 'YDR001C': 0.5, 'YPL172C': 0.03125, 'YGR124W': 0.03125}",15,0.0,0.0,0.0
31,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR354W': 4, 'YOR348C': 4, 'YPL212C': 4, 'YML070W': 0.5, 'YGR124W': 0.03125, 'YLR447C': 0.03125, 'YBR252W': 4}",15,0.0,0.0,0.0
32,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR165C': 0.03125, 'YNL280C': 0.03125, 'curs': 0}",11,0.0,0.0,0.0
33,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YBR252W': 0.0625, 'YMR008C': 0.125, 'YIL107C': 2, 'curs': 0}",12,0.0,0.0,0.0
34,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER053C': 0.5, 'hpaBC': 4}",10,0.0,0.0,0.0
35,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YLR447C': 0.03125, 'YBR252W': 4}",10,0.0,0.0,0.0
36,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YOR348C': 4, 'YBR299W': 0, 'YBR252W': 4}",11,0.0,0.0,0.0
37,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YOL011W': 0.5, 'YGR124W': 0.03125}",10,0.0,0.0,0.0
38,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 32, 'YDR354W': 8, 'curs': 0}",11,0.0,0.0,0.0
39,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YEL006W': 32, 'YDR158W': 0.03125, 'YBR299W': 0, 'YOR071C': 0.0625, 'YPL172C': 0.03125, 'YGR124W': 0.03125}",14,0.0,0.0,0.0
40,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'YDR001C': 0.5, 'YGR020C': 32, 'YGR124W': 0.03125}",12,0.0,0.0,0.0
41,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'curs': 0, 'YML070W': 0.5, 'YBR132C': 16, 'YAL022C': 0.25, 'YGR124W': 0.03125}",14,0.0,0.0,0.0
42,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'YBR132C': 2, 'YEL071W': 0.125}",11,0.0,0.0,0.0
43,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER053C': 0.5, 'YPL053C': 0.03125, 'YPL172C': 0.03125}",11,0.0,0.0,0.0
44,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YGL234W': 2, 'YBR252W': 4, 'YDR047W': 4}",12,0.0,0.0,0.0
45,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YDR354W': 8, 'YPL053C': 0.03125, 'curs': 0}",12,0.0,0.0,0.0
46,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR047W': 4, 'YGL234W': 2, 'YBR252W': 4}",11,0.0,0.0,0.0
47,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'YDR354W': 8, 'curs': 0}",11,0.0,0.0,0.0
48,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YBR299W': 0, 'YBR132C': 2, 'YDR354W': 8}",11,0.0,0.0,0.0
49,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YLR160C': 4, 'YDR354W': 8, 'YBR038W': 16, 'YML110C': 0.25, 'YKL148C': 0.5, 'YBR252W': 4}",14,0.0,0.0,0.0
50,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YLR160C': 4, 'YBR038W': 16, 'YLR038C': 0.0625, 'curs': 0, 'YLL062C': 8}",14,0.0,0.0,0.0
51,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR287C': 0, 'YMR272C': 16, 'YBR252W': 4}",11,0.0,0.0,0.0
52,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR354W': 4, 'YOR348C': 4, 'YPL212C': 4, 'YDR001C': 0.5, 'YML070W': 0.5, 'YGR124W': 0.03125, 'YLR447C': 0.03125, 'YBR252W': 4}",16,0.0,0.0,0.0
53,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR124W': 0.03125, 'YIL013C': 32, 'YLR447C': 0.03125, 'YDR354W': 8}",12,0.0,0.0,0.0
54,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR354W': 8, 'curs': 0}",10,0.0,0.0,0.0
55,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YEL006W': 32, 'YBR298C': 0, 'YBR299W': 0, 'YOR071C': 0.0625, 'YOR081C': 16, 'YER053C': 0.5}",14,0.0,0.0,0.0
56,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'YBR299W': 0, 'YBR132C': 2, 'YGR124W': 0.03125}",12,0.0,0.0,0.0
57,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR165C': 0.03125, 'YHR001W-A': 32, 'YMR008C': 0.125, 'YNL280C': 0.03125, 'curs': 0, 'YGR124W': 0.03125}",14,0.0,0.0,0.0
58,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YJR160C': 0.03125, 'YDR354W': 0.5}",10,0.0,0.0,0.0
59,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YDR158W': 0.03125, 'curs': 0, 'YIL013C': 16, 'YBR132C': 2, 'YKL188C': 8}",14,0.0,0.0,0.0
60,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR065C': 0.25, 'YBR298C': 0, 'YBR252W': 4, 'YDR001C': 0.5, 'YGR124W': 0.03125}",13,0.0,0.0,0.0
61,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YBR298C': 32, 'YIL107C': 2, 'YBR038W': 16, 'YBR252W': 4}",13,0.0,0.0,0.0
62,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YDR354W': 8, 'YML035C': 16, 'curs': 0, 'YGR124W': 0.03125}",13,0.0,0.0,0.0
63,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR020C': 32, 'YDR402C': 0.125, 'YIL013C': 16, 'YMR272C': 16, 'YGR124W': 0.03125}",13,0.0,0.0,0.0
64,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR008C': 0.125, 'YDR354W': 8, 'curs': 0, 'YBR252W': 4}",12,0.0,0.0,0.0
65,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YHL003C': 4, 'YDR158W': 0.03125, 'YGL080W': 2, 'YBR299W': 0, 'YBR132C': 2}",13,0.0,0.0,0.0
66,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YJL198W': 0.25, 'YLR447C': 0.03125, 'YPL053C': 0.03125, 'YKL152C': 8}",12,0.0,0.0,0.0
67,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER053C': 0.5, 'YBR298C': 0, 'YOR321W': 16}",11,0.0,0.0,0.0
68,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 16, 'YDR047W': 4, 'hpaBC': 0, 'YDR354W': 8}",12,0.0,0.0,0.0
69,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR065C': 0.25, 'YGR020C': 32, 'YBR298C': 0, 'YPL212C': 4, 'YOR071C': 0.0625, 'YDR001C': 0.5, 'YGR124W': 0.03125}",15,0.0,0.0,0.0
70,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL013C': 32, 'YDL004W': 8}",10,0.0,0.0,0.0
71,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIR032C': 16, 'YBR252W': 4, 'YDR354W': 8, 'YDR300C': 0}",12,0.0,0.0,0.0
72,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR272C': 16, 'YBR252W': 4}",10,0.0,0.0,0.0
73,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR158W': 0.03125, 'YBR038W': 16, 'YBR132C': 2, 'YGR124W': 0.03125}",12,0.0,0.0,0.0
74,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'hpaBC': 0.0625, 'YKL148C': 0.5, 'YLR160C': 4, 'YBR038W': 16}",12,0.0,0.0,0.0
