,Modification,Size,BPCY,WYIELD,ModificationType
17,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YGR282C': 0.25, 'YDR481C': 0, 'YKR089C': 0.03125, 'YMR006C': 0, 'YHR174W': 0.125, 'YPL231W': 0.03125}",15,0.0,0.0,0.0
18,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YJL121C': 8, 'YKL080W': 0.125, 'Q0275': 32}",13,0.0,0.0,0.0
19,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR261C': 0.125, 'YOL049W': 0.125, 'YKL080W': 0.125, 'YJL216C': 0.0625, 'YDR148C': 0.5, 'YNL241C': 0.0625, 'YML042W': 2, 'YPL231W': 0.03125}",16,0.0,0.0,0.0
20,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR261C': 32, 'YHR174W': 32, 'YDR481C': 0, 'YMR006C': 0, 'YKL080W': 0.125, 'YDR148C': 0.5, 'YPL231W': 0.03125}",15,0.0,0.0,0.0
21,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YOR335C': 0.03125, 'YGR282C': 0.25, 'YDR208W': 0.03125, 'YJL216C': 0.0625, 'YMR013C': 2, 'YJL214W': 0.0625, 'YPL231W': 0.03125}",15,0.0,0.0,0.0
22,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YPL231W': 0.25, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YHR174W': 0.125, 'YJL121C': 8, 'YGR209C': 0, 'Q0275': 32}",16,0.0,0.0,0.0
23,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL267W': 0.03125, 'YGR248W': 0.03125, 'YPL274W': 32, 'YEL029C': 4, 'YGR170W': 2, 'YCL052C': 32, 'YKL080W': 8, 'Q0275': 32}",16,0.0,0.0,0.0
24,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YLR020C': 0.03125, 'YMR261C': 0.125, 'YHR174W': 0.125, 'YJL121C': 8, 'YDR148C': 0.5, 'YMR013C': 2, 'YML042W': 2}",16,0.0,0.0,0.0
25,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YLR020C': 0.03125, 'YEL024W': 4, 'YMR261C': 0.125, 'YHR174W': 0.125, 'YJL121C': 8, 'YMR013C': 2, 'YKR089C': 0.03125}",16,0.0,0.0,0.0
26,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YGR292W': 0, 'YLR020C': 0.03125, 'YJL214W': 0.0625}",12,0.0,0.0,0.0
27,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YPL231W': 0.25, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YJL121C': 8, 'YGR209C': 0, 'Q0275': 32}",14,0.0,0.0,0.0
28,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YJL121C': 8, 'Q0275': 32}",11,0.0,0.0,0.0
29,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'Q0275': 4, 'YLR020C': 0.0625, 'YGR282C': 0.25}",11,0.0,0.0,0.0
30,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL267W': 0.03125, 'YGR248W': 0.03125, 'YPL274W': 32, 'YGR170W': 2, 'YEL029C': 4, 'YCL052C': 32, 'Q0275': 32}",15,0.0,0.0,0.0
31,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YHR174W': 0.125, 'YDR058C': 2, 'YLR174W': 16, 'Q0275': 32}",13,0.0,0.0,0.0
32,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YCR034W': 4, 'YDR481C': 0, 'YMR006C': 0, 'YNL117W': 2, 'YHR174W': 0.125, 'YKR089C': 0.03125}",15,0.0,0.0,0.0
33,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YOL052C': 4, 'YEL024W': 4, 'YDR481C': 0, 'YMR261C': 0.125, 'YHR174W': 0.125, 'YJL121C': 8, 'YKL080W': 0.125}",16,0.0,0.0,0.0
34,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YOL049W': 32, 'YMR006C': 0, 'YGR170W': 2, 'YKL080W': 0.125, 'YIL006W': 2}",13,0.0,0.0,0.0
35,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR089C': 0.03125, 'YGR282C': 0.25, 'YOL126C': 0.0625, 'YOR335C': 0.0625}",12,0.0,0.0,0.0
36,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YJL101C': 8, 'YGR282C': 0.25, 'YDR208W': 0.03125, 'YJL216C': 0.0625, 'YDR148C': 0.5, 'YPL231W': 0.03125}",15,0.0,0.0,0.0
37,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 2, 'YJR078W': 0.0625, 'YLR020C': 0.03125, 'Q0275': 32}",12,0.0,0.0,0.0
38,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER024W': 0.125, 'YKR080W': 0, 'YKL080W': 0.125, 'YNL241C': 0.0625, 'Q0275': 32}",13,0.0,0.0,0.0
39,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YMR006C': 0, 'YHR174W': 0.125, 'YJL121C': 8, 'YMR013C': 2, 'Q0275': 32}",15,0.0,0.0,0.0
40,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YKR089C': 0.03125, 'YJL216C': 0.0625}",11,0.0,0.0,0.0
41,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YLR020C': 0.03125, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YDR208W': 0.03125, 'YJL121C': 8, 'YGR209C': 0, 'YJL216C': 0.0625, 'Q0275': 32}",16,0.0,0.0,0.0
42,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'Q0275': 4, 'YGR282C': 0.25, 'YDR481C': 0, 'YJL216C': 0.0625, 'YLR245C': 0.125, 'YLR020C': 0.0625, 'YKR089C': 0.03125}",15,0.0,0.0,0.0
43,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR481C': 0, 'YMR006C': 0, 'YMR261C': 0.125, 'YHR174W': 0.125, 'YMR013C': 2, 'YPL231W': 0.03125}",14,0.0,0.0,0.0
44,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGL205W': 0.03125, 'YLR395C': 0.25, 'YDL185W': 0}",11,0.0,0.0,0.0
45,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YLR020C': 0.03125, 'YDR481C': 0, 'YLR354C': 32, 'YLR395C': 0.25}",13,0.0,0.0,0.0
46,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YJL121C': 8, 'YGR209C': 0, 'YKL080W': 16, 'Q0275': 32}",13,0.0,0.0,0.0
47,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YJR143C': 0, 'YDR208W': 0.03125, 'YJL216C': 0.0625, 'YMR013C': 2, 'YOR335C': 0.0625, 'YJL214W': 0.0625, 'YPL231W': 0.03125}",16,0.0,0.0,0.0
48,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YIL006W': 2, 'YMR006C': 0, 'YER056C': 0.5, 'YLR395C': 0.25}",12,0.0,0.0,0.0
49,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YOL049W': 32, 'YGR170W': 2, 'YJL121C': 8, 'YKL080W': 0.125, 'YPR192W': 2, 'YLR245C': 0.125}",15,0.0,0.0,0.0
50,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YKR080W': 0, 'YGR277C': 8, 'Q0275': 32}",13,0.0,0.0,0.0
51,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YPL231W': 0.25, 'YLR020C': 0.03125, 'YDR321W': 2, 'YMR261C': 0.125, 'YMR013C': 0.25, 'YOR335C': 0.0625, 'YML042W': 2}",16,0.0,0.0,0.0
52,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER024W': 0.125, 'YKR080W': 0, 'YMR006C': 0, 'YKL080W': 0.125, 'YNL241C': 0.0625, 'Q0275': 32}",14,0.0,0.0,0.0
53,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YLR020C': 0.03125, 'YMR006C': 0, 'YMR013C': 2, 'YJR078W': 0.0625, 'YPL231W': 0.03125}",14,0.0,0.0,0.0
54,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YDR208W': 0.03125, 'YJL121C': 8, 'YJL216C': 0.0625, 'YGR277C': 8, 'YJL214W': 0.0625, 'YCL052C': 32, 'Q0275': 32}",16,0.0,0.0,0.0
55,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YJL121C': 8, 'YIL083C': 8, 'YKR080W': 8, 'YPR140W': 0.03125, 'Q0275': 32}",14,0.0,0.0,0.0
56,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR292W': 32, 'YGR282C': 0.25, 'YLR020C': 0.03125, 'YKR089C': 0.03125}",12,0.0,0.0,0.0
57,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR282C': 0.25, 'YER056C': 0.5, 'YMR006C': 0, 'YHR174W': 0.125, 'YKL080W': 0.125, 'YPL231W': 0.03125, 'YDR208W': 0.0625}",15,0.0,0.0,0.0
58,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER056C': 0.5, 'YJR078W': 0.0625, 'YKL080W': 0.125, 'Q0275': 32}",12,0.0,0.0,0.0
59,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YMR006C': 0, 'YLR342W': 0, 'YGR170W': 2, 'YLR395C': 0.25}",12,0.0,0.0,0.0
60,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YLR395C': 0.25, 'YKL146W': 16, 'YLR020C': 0.03125, 'YPL231W': 4}",12,0.0,0.0,0.0
61,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YER056C': 0.5, 'YHR174W': 0.125, 'YKL080W': 0.125, 'YMR006C': 0.03125, 'YJR078W': 0.0625, 'Q0275': 32}",14,0.0,0.0,0.0
62,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YKR043C': 0.03125, 'YER024W': 0.125, 'YJL121C': 8, 'YGR209C': 0, 'Q0275': 32}",13,0.0,0.0,0.0
63,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YGR157W': 4, 'YGR282C': 0.25, 'YDR481C': 0, 'YJL216C': 0.0625, 'YOR335C': 0.0625, 'YCL052C': 32}",14,0.0,0.0,0.0
64,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YDR481C': 0, 'YMR006C': 0, 'YMR261C': 0.125, 'YHR174W': 0.125, 'YMR013C': 2, 'YLR174W': 16, 'YPL231W': 0.03125}",15,0.0,0.0,0.0
65,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YNL117W': 32, 'YGR282C': 0.25, 'YKL080W': 0.125, 'YDR148C': 0.5, 'YML042W': 2, 'Q0275': 0.25}",14,0.0,0.0,0.0
66,"{'YPR060C': 32, 'YBR249C': 32, 'YDR127W': 32, 'YGL148W': 32, 'YDR035W': 32, 'YBR166C': 32, 'YLR134W': 0, 'YDR380W': 0, 'YJL216C': 0.0625}",9,0.0,0.0,0.0
